6|0|1,275.71|-7,241.16|1,694.31|2.1
7|1|-33.82|-8,092.2|1,698.15|2.1
0|0|1,579.2|-9,227.08|1,691.43|2.2
1|0|323.11|-8,916.39|1,691.43|2.2
2|0|312.25|-6,753.26|1,693.35|2.2
3|0|469.47|-8,888.27|1,690.47|2.2
4|0|1,578.96|-8,740.36|1,695.27|2.2
5|0|1,598.32|-7,951.04|1,692.39|2.2
6|0|1,249.37|-7,232.26|1,694.31|2.2
7|1|13.24|-8,085.65|1,698.15|2.2
0|0|1,579.15|-9,199.28|1,691.43|2.3
1|0|324.87|-8,889.85|1,691.43|2.3
2|0|313.13|-6,776.88|1,693.35|2.3
3|0|456.92|-8,875.46|1,690.47|2.3
4|0|1,578.9|-8,716.36|1,695.27|2.3
5|0|1,594.77|-7,923.46|1,692.39|2.3
6|0|1,223.03|-7,223.37|1,694.31|2.3
7|1|62.73|-8,078.5|1,698.15|2.3
0|0|1,579.11|-9,171.48|1,691.43|2.4
1|0|326.63|-8,863.31|1,691.43|2.4
2|0|314.24|-6,800|1,693.35|2.4
3|0|444.62|-8,862.4|1,690.47|2.4
4|0|1,578.85|-8,692.36|1,695.27|2.4
5|0|1,591.22|-7,895.89|1,692.39|2.4
6|0|1,196.69|-7,214.47|1,694.31|2.4
7|1|112.12|-8,070.75|1,698.15|2.4
0|0|1,579.06|-9,143.68|1,691.43|2.5
1|0|328.39|-8,836.77|1,691.43|2.5
2|0|315.65|-6,822.66|1,693.35|2.5
3|0|432.6|-8,849.09|1,690.47|2.5
4|0|1,578.79|-8,668.36|1,695.27|2.5
5|0|1,587.67|-7,868.32|1,692.39|2.5
6|0|1,170.35|-7,205.58|1,694.31|2.5
7|1|157.62|-8,058.18|1,698.15|2.5
0|0|1,579.01|-9,115.88|1,691.43|2.6
1|0|330.15|-8,810.22|1,691.43|2.6
2|0|317.66|-6,844.8|1,693.35|2.6
3|0|420.89|-8,835.5|1,690.47|2.6
4|0|1,578.74|-8,644.36|1,695.27|2.6
5|0|1,584.12|-7,840.75|1,692.39|2.6
6|0|1,144.01|-7,196.69|1,694.31|2.6
7|1|202.36|-8,045.08|1,698.15|2.6
0|0|1,578.97|-9,088.08|1,691.43|2.7
1|0|331.91|-8,783.68|1,691.43|2.7
2|0|326.57|-6,872.94|1,693.35|2.7
3|0|409.55|-8,821.61|1,690.47|2.7
4|0|1,578.68|-8,620.36|1,695.27|2.7
5|0|1,580.57|-7,813.17|1,692.39|2.7
6|0|1,117.67|-7,187.79|1,694.31|2.7
7|1|229.64|-8,037.43|1,698.15|2.7
0|0|1,578.92|-9,060.28|1,691.43|2.8
1|0|333.67|-8,757.14|1,691.43|2.8
2|0|336.58|-6,902.28|1,693.35|2.8
3|0|398.64|-8,807.37|1,690.47|2.8
4|0|1,578.62|-8,596.36|1,695.27|2.8
5|0|1,577.02|-7,785.6|1,692.39|2.8
6|0|1,091.33|-7,178.9|1,694.31|2.8
7|1|237.66|-8,035.18|1,698.15|2.8
0|0|1,578.87|-9,032.44|1,691.43|2.9
1|0|335.44|-8,730.56|1,691.43|2.9
2|0|346.6|-6,931.66|1,693.35|2.9
3|0|388.23|-8,792.74|1,690.47|2.9
4|0|1,578.57|-8,572.33|1,695.27|2.9
5|0|1,573.46|-7,757.99|1,692.39|2.9
6|0|1,064.96|-7,169.99|1,694.31|2.9
7|1|237.66|-8,035.18|1,698.15|2.9
0|0|1,578.83|-9,004.23|1,691.43|3
1|0|337.22|-8,703.63|1,691.43|3
2|0|356.76|-6,961.44|1,693.35|3
3|0|378.92|-8,777.2|1,690.47|3
4|0|1,578.51|-8,547.97|1,695.27|3
5|0|1,569.86|-7,730.01|1,692.39|3
6|0|1,038.23|-7,160.97|1,694.31|3
7|1|237.66|-8,035.18|1,698.15|3.0
0|0|1,578.78|-8,976.43|1,691.43|3.1
1|0|338.98|-8,677.09|1,691.43|3.1
2|0|371.12|-6,985.55|1,693.35|3.1
3|0|373.93|-8,759.97|1,690.47|3.1
4|0|1,578.45|-8,523.97|1,695.27|3.1
5|0|1,566.31|-7,702.44|1,692.39|3.1
6|0|1,011.89|-7,152.07|1,694.31|3.1
7|1|237.66|-8,035.18|1,698.15|3.1
0|0|1,578.74|-8,952.4|1,691.43|3.2
1|0|340.5|-8,654.14|1,691.43|3.2
2|0|396.24|-6,991.32|1,693.35|3.2
3|0|370.9|-8,744.78|1,690.47|3.2
4|0|1,578.4|-8,503.23|1,695.27|3.2
5|0|1,563.24|-7,678.6|1,692.39|3.2
6|0|989.12|-7,144.38|1,694.31|3.2
7|1|239.74|-8,033.8|1,698.15|3.2
0|0|1,578.69|-8,923.71|1,691.43|3.3
1|0|342.32|-8,626.75|1,691.43|3.3
2|0|427.77|-6,996.73|1,693.35|3.3
3|0|367.75|-8,726.54|1,690.47|3.3
4|0|1,578.35|-8,478.46|1,695.27|3.3
5|0|1,559.58|-7,650.15|1,692.39|3.3
6|0|961.94|-7,135.21|1,694.31|3.3
7|1|253.35|-8,023.54|1,698.15|3.3
0|0|1,578.65|-8,894.87|1,691.43|3.4
1|0|344.15|-8,599.21|1,691.43|3.4
2|0|459.47|-7,002.17|1,693.35|3.4
3|0|364.67|-8,708.19|1,690.47|3.4
4|0|1,578.29|-8,453.56|1,695.27|3.4
5|0|1,555.89|-7,621.54|1,692.39|3.4
6|0|934.61|-7,125.98|1,694.31|3.4
7|1|277.43|-8,000.81|1,698.15|3.4
0|0|1,578.6|-8,867.84|1,691.43|3.5
1|0|345.86|-8,573.42|1,691.43|3.5
2|0|489.17|-7,007.26|1,693.35|3.5
3|0|361.86|-8,690.98|1,690.47|3.5
4|0|1,578.23|-8,430.23|1,695.27|3.5
5|0|1,552.44|-7,594.74|1,692.39|3.5
6|0|909.01|-7,117.33|1,694.31|3.5
7|1|300.28|-7,973.08|1,698.15|3.5
0|0|1,578.55|-8,839.61|1,691.43|3.6
1|0|347.65|-8,546.45|1,691.43|3.6
2|0|517.43|-7,010.59|1,693.35|3.6
3|0|359.01|-8,672.98|1,690.47|3.6
4|0|1,578.18|-8,405.85|1,695.27|3.6
5|0|1,550.53|-7,569.29|1,692.39|3.6
6|0|884.44|-7,110.46|1,694.31|3.6
7|1|311.58|-7,959.36|1,698.15|3.6
0|0|1,578.51|-8,810.71|1,691.43|3.7
1|0|349.48|-8,518.87|1,691.43|3.7
2|0|540.09|-7,011.48|1,693.35|3.7
3|0|356.18|-8,654.56|1,690.47|3.7
4|0|1,578.12|-8,380.91|1,695.27|3.7
5|0|1,551.91|-7,548.61|1,692.39|3.7
6|0|863.43|-7,110.07|1,694.31|3.7
7|1|312.44|-7,958.32|1,698.15|3.7
0|0|1,578.46|-8,782.75|1,691.43|3.8
1|0|351.25|-8,492.18|1,691.43|3.8
2|0|562.46|-7,011.69|1,693.35|3.8
3|0|353.54|-8,636.71|1,690.47|3.8
4|0|1,578.06|-8,356.77|1,695.27|3.8
5|0|1,550.94|-7,525.89|1,692.39|3.8
6|0|841.44|-7,115.31|1,694.31|3.8
7|1|312.44|-7,958.32|1,698.15|3.8
0|0|1,578.41|-8,754.41|1,691.43|3.9
1|0|353.04|-8,465.12|1,691.43|3.9
2|0|585.11|-7,012.76|1,693.35|3.9
3|0|350.95|-8,618.61|1,690.47|3.9
4|0|1,578|-8,332.3|1,695.27|3.9
5|0|1,546.44|-7,497.91|1,692.39|3.9
6|0|818.8|-7,118.94|1,694.31|3.9
7|1|312.45|-7,957.8|1,698.15|3.9
0|0|1,578.37|-8,730.27|1,691.43|4
1|0|354.57|-8,442.07|1,691.43|4
2|0|604.34|-7,014.51|1,693.35|4
3|0|348.74|-8,603.19|1,690.47|4
4|0|1,577.96|-8,311.46|1,695.27|4
5|0|1,542.61|-7,474.07|1,692.39|4
6|0|799.34|-7,120.53|1,694.31|4
7|1|312.65|-7,948.58|1,698.15|4.0
0|0|1,578.32|-8,700.49|1,691.43|4.1
1|0|356.46|-8,413.64|1,691.43|4.1
2|0|616.02|-7,015.94|1,693.35|4.1
3|0|346.01|-8,584.18|1,690.47|4.1
4|0|1,577.9|-8,285.75|1,695.27|4.1
5|0|1,537.89|-7,444.67|1,692.39|4.1
6|0|779.82|-7,115.01|1,694.31|4.1
7|1|313.19|-7,921.61|1,698.15|4.1
0|0|1,578.28|-8,672.11|1,691.43|4.2
1|0|358.25|-8,386.54|1,691.43|4.2
2|0|625.32|-7,007.65|1,693.35|4.2
3|0|345.91|-8,561.93|1,690.47|4.2
4|0|1,577.84|-8,261.25|1,695.27|4.2
5|0|1,533.39|-7,416.64|1,692.39|4.2
6|0|767.09|-7,110.94|1,694.31|4.2
7|1|313.67|-7,879.93|1,698.15|4.2
0|0|1,578.23|-8,644.35|1,691.43|4.3
1|0|360.01|-8,360.03|1,691.43|4.3
2|0|640.75|-6,993.9|1,693.35|4.3
3|0|347.57|-8,537.03|1,690.47|4.3
4|0|1,577.78|-8,237.28|1,695.27|4.3
5|0|1,528.98|-7,389.23|1,692.39|4.3
6|0|748.61|-7,103.26|1,694.31|4.3
7|1|313.6|-7,830.03|1,698.15|4.3
0|0|1,578.18|-8,615.12|1,691.43|4.4
1|0|361.86|-8,332.13|1,691.43|4.4
2|0|642.44|-6,988.47|1,693.35|4.4
3|0|349.33|-8,510.8|1,690.47|4.4
4|0|1,577.72|-8,212.05|1,695.27|4.4
5|0|1,524.35|-7,360.38|1,692.39|4.4
6|0|725.46|-7,099.02|1,694.31|4.4
7|1|312.86|-7,777.47|1,698.15|4.4
0|0|1,578.14|-8,589.64|1,691.43|4.5
1|0|363.47|-8,307.8|1,691.43|4.5
2|0|650.53|-6,970.49|1,693.35|4.5
3|0|350.86|-8,487.94|1,690.47|4.5
4|0|1,577.67|-8,190.05|1,695.27|4.5
5|0|1,520.3|-7,335.22|1,692.39|4.5
6|0|718.88|-7,095.73|1,694.31|4.5
7|1|311.98|-7,731.64|1,698.15|4.5
0|0|1,578.09|-8,561.58|1,691.43|4.6
1|0|365.25|-8,281.01|1,691.43|4.6
2|0|659.27|-6,946.81|1,693.35|4.6
3|0|352.55|-8,462.76|1,690.47|4.6
4|0|1,577.61|-8,165.83|1,695.27|4.6
5|0|1,504.73|-7,317.28|1,692.39|4.6
6|0|717.63|-7,083.9|1,694.31|4.6
7|1|310.94|-7,681.19|1,698.15|4.6
0|0|1,578.05|-8,533.55|1,691.43|4.7
1|0|367.03|-8,254.25|1,691.43|4.7
2|0|665.41|-6,921.81|1,693.35|4.7
3|0|354.23|-8,437.61|1,690.47|4.7
4|0|1,577.56|-8,141.63|1,695.27|4.7
5|0|1,478.16|-7,308.35|1,692.39|4.7
6|0|713.46|-7,058.75|1,694.31|4.7
7|1|309.95|-7,634.23|1,698.15|4.7
0|0|1,578|-8,505.75|1,691.43|4.8
1|0|368.79|-8,227.71|1,691.43|4.8
2|0|668.99|-6,891.02|1,689.35|4.8
3|0|355.9|-8,412.67|1,690.47|4.8
4|0|1,577.5|-8,117.63|1,695.27|4.8
5|0|1,451.81|-7,299.49|1,692.39|4.8
6|0|707.6|-7,031.57|1,694.31|4.8
7|1|309.35|-7,606.07|1,698.15|4.8
0|0|1,577.95|-8,476.42|1,691.43|4.9
1|0|370.64|-8,199.7|1,691.43|4.9
2|0|672.76|-6,858.53|1,689.35|4.9
3|0|357.67|-8,386.35|1,690.47|4.9
4|0|1,577.44|-8,092.31|1,695.27|4.9
5|0|1,424.01|-7,290.14|1,692.39|4.9
6|0|703.69|-7,013.46|1,694.31|4.9
7|1|309.18|-7,597.93|1,698.15|4.9
0|0|1,577.91|-8,452.16|1,691.43|5
1|0|372.18|-8,176.55|1,691.43|5
2|0|675.88|-6,831.66|1,689.35|5
3|0|359.12|-8,364.59|1,690.47|5
4|0|1,577.39|-8,071.37|1,695.27|5
5|0|1,401.02|-7,282.41|1,692.39|5
6|0|701.92|-7,007.99|1,694.31|5
7|1|309.18|-7,597.93|1,698.15|5.0
0|0|1,577.86|-8,424.36|1,691.43|5.1
1|0|373.94|-8,150.01|1,691.43|5.1
2|0|679.45|-6,800.87|1,689.35|5.1
3|0|360.8|-8,339.64|1,690.47|5.1
4|0|1,577.93|-8,048.56|1,695.27|5.1
5|0|1,374.67|-7,273.55|1,692.39|5.1
6|0|696.45|-6,985.3|1,694.31|5.1
7|1|309.18|-7,597.93|1,698.15|5.1
0|0|1,577.82|-8,396.56|1,691.43|5.2
1|0|375.7|-8,123.46|1,691.43|5.2
2|0|682.38|-6,775.62|1,689.35|5.2
3|0|362.47|-8,314.7|1,690.47|5.2
4|0|1,580.87|-8,031.13|1,695.27|5.2
5|0|1,348.32|-7,264.69|1,692.39|5.2
6|0|691.11|-6,959.42|1,694.31|5.2
7|1|309.21|-7,593.76|1,698.15|5.2
0|0|1,577.77|-8,368.76|1,691.43|5.3
1|0|377.46|-8,096.92|1,691.43|5.3
2|0|683.14|-6,769.98|1,689.35|5.3
3|0|364.14|-8,289.75|1,690.47|5.3
4|0|1,582.25|-8,011.43|1,695.27|5.3
5|0|1,321.97|-7,255.83|1,692.39|5.3
6|0|689.16|-6,951.05|1,694.31|5.3
7|1|309.4|-7,575.01|1,698.15|5.3
0|0|1,577.72|-8,338.77|1,691.43|5.4
1|0|379.36|-8,068.28|1,691.43|5.4
2|0|686.82|-6,742.58|1,689.35|5.4
3|0|365.94|-8,262.84|1,690.47|5.4
4|0|1,584.87|-7,993.04|1,695.27|5.4
5|0|1,293.53|-7,246.27|1,692.39|5.4
6|0|683.26|-6,930.87|1,694.31|5.4
7|1|309.84|-7,537.84|1,698.15|5.4
0|0|1,577.68|-8,313.17|1,691.43|5.5
1|0|380.98|-8,043.85|1,691.43|5.5
2|0|690.62|-6,714.29|1,689.35|5.5
3|0|367.48|-8,239.88|1,690.47|5.5
4|0|1,585.22|-7,975.24|1,695.27|5.5
5|0|1,269.28|-7,238.12|1,692.39|5.5
6|0|680.17|-6,912.77|1,694.31|5.5
7|1|310.38|-7,493.68|1,698.15|5.5
0|0|1,577.63|-8,284.45|1,691.43|5.6
1|0|382.8|-8,016.43|1,691.43|5.6
2|0|694.88|-6,682.55|1,689.35|5.6
3|0|369.2|-8,214.1|1,690.47|5.6
4|0|1,582.63|-7,950.58|1,695.27|5.6
5|0|1,242.05|-7,228.96|1,692.39|5.6
6|0|677.96|-6,892.44|1,690.31|5.6
7|1|311.16|-7,442.03|1,698.15|5.6
0|0|1,577.58|-8,254.53|1,691.43|5.7
1|0|384.69|-7,987.86|1,691.43|5.7
2|0|699.32|-6,649.48|1,689.35|5.7
3|0|371|-8,187.26|1,690.47|5.7
4|0|1,579.93|-7,924.89|1,695.27|5.7
5|0|1,213.69|-7,219.43|1,692.39|5.7
6|0|679.93|-6,863.6|1,690.31|5.7
7|1|314.26|-7,388.32|1,698.15|5.7
0|0|1,577.54|-8,226.54|1,691.43|5.8
1|0|386.47|-7,961.13|1,691.43|5.8
2|0|701.35|-6,634.39|1,688.95|5.8
3|0|372.68|-8,162.14|1,690.47|5.8
4|0|1,577.41|-7,900.85|1,695.27|5.8
5|0|1,187.16|-7,210.51|1,692.39|5.8
6|0|679.07|-6,843.16|1,690.31|5.8
7|1|321.62|-7,340.21|1,698.15|5.8
0|0|1,577.49|-8,198.48|1,691.43|5.9
1|0|388.24|-7,934.34|1,691.43|5.9
2|0|702.53|-6,621.85|1,685.13|5.9
3|0|374.37|-8,136.96|1,690.47|5.9
4|0|1,574.88|-7,876.76|1,695.27|5.9
5|0|1,160.56|-7,201.56|1,692.39|5.9
6|0|678.02|-6,829.76|1,690.31|5.9
7|1|327.07|-7,309.28|1,698.15|5.9
0|0|1,577.44|-8,170.17|1,691.43|6
1|0|390.04|-7,907.31|1,691.43|6
2|0|704.24|-6,592.1|1,681.59|6
3|0|376.07|-8,111.56|1,690.47|6
4|0|1,572.32|-7,852.45|1,695.27|6
5|0|1,133.72|-7,192.54|1,692.39|6
6|0|679.43|-6,815.67|1,690.31|6
7|1|329.06|-7,297.98|1,698.15|6.0
0|0|1,577.4|-8,145.39|1,691.43|6.1
1|0|391.6|-7,883.66|1,691.43|6.1
2|0|705.8|-6,564.52|1,662.56|6.1
3|0|377.56|-8,089.33|1,690.47|6.1
4|0|1,570.09|-7,831.18|1,695.27|6.1
5|0|1,110.24|-7,184.65|1,692.39|6.1
6|0|680.66|-6,803.35|1,690.31|6.1
7|1|329.06|-7,297.98|1,698.15|6.1
0|0|1,580.82|-8,123.23|1,691.43|6.2
1|0|393.46|-7,855.64|1,691.43|6.2
2|0|706.4|-6,553.55|1,656.47|6.2
3|0|379.33|-8,063|1,690.47|6.2
4|0|1,567.44|-7,805.98|1,695.27|6.2
5|0|1,082.42|-7,175.3|1,692.39|6.2
6|0|682.19|-6,793.32|1,690.31|6.2
7|1|329.06|-7,297.98|1,698.15|6.2
0|0|1,584.61|-8,102.42|1,691.43|6.3
1|0|395.33|-7,827.49|1,691.43|6.3
2|0|707.1|-6,536.47|1,641.35|6.3
3|0|381.1|-8,036.54|1,690.47|6.3
4|0|1,564.78|-7,780.67|1,695.27|6.3
5|0|1,054.48|-7,165.9|1,692.39|6.3
6|0|683.85|-6,785.38|1,690.31|6.3
7|1|337.7|-7,293.26|1,698.15|6.3
0|0|1,587.63|-8,083.67|1,691.43|6.4
1|0|397.01|-7,802.22|1,691.43|6.4
2|0|708.3|-6,507.35|1,625.09|6.4
3|0|382.69|-8,012.79|1,690.47|6.4
4|0|1,562.4|-7,757.95|1,695.27|6.4
5|0|1,029.39|-7,157.47|1,692.39|6.4
6|0|684.55|-6,776.91|1,690.31|6.4
7|1|358.94|-7,283.73|1,698.15|6.4
0|0|1,590.11|-8,065.96|1,691.43|6.5
1|0|398.58|-7,778.42|1,691.43|6.5
2|0|709.43|-6,479.57|1,604.61|6.5
3|0|384.19|-7,990.42|1,690.47|6.5
4|0|1,560.15|-7,736.54|1,695.27|6.5
5|0|1,005.76|-7,149.52|1,692.39|6.5
6|0|685.35|-6,770.41|1,690.31|6.5
7|1|390.97|-7,271.64|1,698.15|6.5
0|0|1,592.5|-8,045.03|1,691.43|6.6
1|0|400.44|-7,750.39|1,691.43|6.6
2|0|710.77|-6,446.86|1,585.73|6.6
3|0|385.95|-7,964.08|1,690.47|6.6
4|0|1,557.5|-7,711.33|1,695.27|6.6
5|0|977.93|-7,140.17|1,692.39|6.6
6|0|688.5|-6,744.77|1,690.31|6.6
7|1|440.32|-7,255.61|1,698.15|6.6
0|0|1,590.8|-8,017.9|1,691.43|6.7
1|0|402.32|-7,722.02|1,691.43|6.7
2|0|712.13|-6,413.76|1,549|6.7
3|0|387.74|-7,937.42|1,690.47|6.7
4|0|1,554.82|-7,685.82|1,695.27|6.7
5|0|954.46|-7,135.31|1,692.39|6.7
6|0|692.13|-6,715.28|1,690.31|6.7
7|1|482.25|-7,242.81|1,698.15|6.7
0|0|1,588.29|-7,994.32|1,691.43|6.8
1|0|403.83|-7,699.38|1,691.43|6.8
2|0|713.21|-6,387.33|1,530.07|6.8
3|0|389.16|-7,916.14|1,690.47|6.8
4|0|1,552.68|-7,665.46|1,695.27|6.8
5|0|937.59|-7,133.05|1,692.39|6.8
6|0|695.02|-6,691.73|1,690.31|6.8
7|1|500.1|-7,237.36|1,698.15|6.8
0|0|1,585.16|-7,964.83|1,691.43|6.9
